ID,FLAG,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Quoted Tweet,Reviewer,Review
45-41,ACCEPT,3/30/2023 1:17:23,https://twitter.com/lula999999999/status/1588072268302729217,51,"Mislang, Katrina Ann",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@lula999999999,🖤🤟_betty choi_🤟,"❤❤❤love oppa choi__ wonkyu lover__ 
🤸🏻‍♂️🐎🤴🕺🕺EUNSIHAE fanatic",Anonymous,2013-12-28 10:55:20+00:00,1338,2863,Philippines,The peso is weak not because the peso is weak . It is because the dollar is strong.. 🥴🫢🫣🤔🥱,,"Text,Quote",2022-11-03 07:35:08+00:00,, Emotional,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/cnnphilippines/status/1588063808441810944,,
45-42,ACCEPT,3/30/2023 12:56:22,https://twitter.com/meteor134/status/1588065679009550336,51,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@meteor134,Dan Nieva,Just an engineer wasting his life savings for video game waifus...,Identified,2012-10-08 12:30:56+00:00,362,254,Philippines,"Baguhin dapat nila wording:

FROM ""due to the weakening of the peso""
TO ""due to the strengthening of the dollar""

Kasi diba the peso is weak because the dollar is strong? Hahahahaha",,"Text,Quote",2022-11-03 07:08:57+00:00,, Rational,1,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/cnnphilippines/status/1588063808441810944,,
45-43,REJECT,,https://twitter.com/prodtaeks/status/1587846253203058689,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@prodtaeks,🦉🥀🎭,lee hwitaeknatics and qian kun nation metro manila | multi fan account • 🔕,ERROR,2015-02-03 13:05:47+00:00,1065,1510,,the peso is weak becuse the dollar is strong type of argument but i agree 😭😭😭,,,2022-11-02 16:37:02+00:00,,,9,0,1,0,Unidentified,ERROR,,,https://twitter.com/heyyongqin/status/1587815921888145408,,
45-44,ACCEPT,3/30/2023 12:57:44,https://twitter.com/CinabihanNgCute/status/1587736600833728513,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@CinabihanNgCute,Cina,she/they | just breathing,Anonymous,2021-06-03 13:29:38+00:00,82,69,Philippines,Peso not weak. Dollar strong. https://t.co/kvNd8nQVgj,,"Text,Image",2022-11-02 09:21:19+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,No Quoted,,
45-45,ACCEPT,3/30/2023 12:58:29,https://twitter.com/vigilantelore/status/1587440551745363969,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@vigilantelore,kr,(gay)i-dle,Anonymous,2022-03-28 06:14:21+00:00,62,9,Philippines,me when the peso is not weak because peso is weak peso is weak because dollar is strong,,"Text,Quote",2022-11-01 13:44:55+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/dontstartswift/status/1587421653688000515,,
45-46,HELP,,https://twitter.com/fairykajade/status/1587150519902273536,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@fairykajade,Fericka,Dismantled Peculiar. ❌ Romans 8:28 ✨ Accountant. Canadian Tax Consultant. 🏙 Scorpio♏️,ERROR,2011-04-08 09:41:02+00:00,387,527,,Oh ganito talaga mag-logic mga peso is not weak dollar is strong. 😌,,,2022-10-31 18:32:26+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/markgeronimo_/status/1586974879072428032,,
45-47,ACCEPT,3/30/2023 12:59:37,https://twitter.com/Daniel4Eu/status/1587079325404213249,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@Daniel4Eu,Daniel,"Kpop stan
Manhwa/Mangga reader
A minor 🙂",Anonymous,2021-02-07 09:43:11+00:00,146,7,Philippines,Grabe nanaman kayo ang sasama niyo alam niyo namang The peso in not weak because the dollar is strong The dollar is strong because the peso is weak,,"Text,Quote",2022-10-31 13:49:32+00:00,, Emotional,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/_mo4d_/status/1586641067256205312,,
45-48,ACCEPT,3/30/2023 13:00:30,https://twitter.com/cheekyhyo/status/1587022348682526720,52,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@cheekyhyo,🦖,#DAWN: peace is where the dinosaurs are 🦕,Anonymous,2018-07-07 01:57:52+00:00,435,590,Philippines,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong,,"Text,Quote",2022-10-31 10:03:08+00:00,, Rational,1,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/markgeronimo_/status/1586974879072428032,,
45-49,HELP,,https://twitter.com/McGreyvy/status/1587013991879954432,52,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@McGreyvy,jordan grey,for BTS 💜 AO3: Jordan_Grey | 20+,ERROR,2017-05-07 14:36:03+00:00,320,246,,"it's giving ""the peso is not weak, the dollar is strong"" 🤣",,,2022-10-31 09:29:55+00:00,,,5,0,0,0,Unidentified,ERROR,,,https://twitter.com/pinoy_reaction/status/1586934886585499648,,
45-50,ACCEPT,3/30/2023 13:07:38,https://twitter.com/PHTanodBayan/status/1586654248070443008,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@PHTanodBayan,PHTanodBayan,𝗠𝗜𝗦𝗬𝗢𝗡: Magpuna para Iwasto ang Maling Nakasanayan.,Anonymous,2021-04-04 04:20:08+00:00,759,117,Philippines,"More like wala na kasing natural gas sa Malampaya at kailangan na nating umangkat. Yun lang the peso is weak because the dollar is strong.

Energy crisis is imminent.",,"Text,Quote",2022-10-30 09:40:26+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/heartofemmaus/status/1581670046790606848,,
45-51,ACCEPT,3/30/2023 13:24:01,https://twitter.com/nrikism/status/1586577380394815489,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@nrikism,ًaire,"jumbo hotdog, kaya mo ba toh? hindi mo siya kaya tama ka na",Anonymous,2022-08-11 05:46:48+00:00,985,810,Philippines,"#NewProfilePic the peso is not weak because the peso is weak 

The peso is weak because the dollar is strong https://t.co/CllX7I6lbQ",,"Text,Image",2022-10-30 04:34:59+00:00,, Rational,3,0,0,1,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,No Quoted,,
45-52,ACCEPT,3/30/2023 13:27:23,https://twitter.com/khenzeel13/status/1586561774903758848,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@khenzeel13,Techoree,"The Witty Kid, 
Babaylan Blood,
Writer,
Reader in Wattpad,
Un Fanatique De Sports,
Un Amoureux De la Nourriture,
Engaged to Mr. Right",Anonymous,2012-05-27 16:45:54+00:00,472,20,Philippines,The Peso is not weak because the dollar is strong. The President is not weak because the typhoon is strong. 😀🤔🤭,,"Text,Quote",2022-10-30 03:32:58+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/inquirerdotnet/status/1586281728968380416,,
45-53,REJECT,,https://twitter.com/rjohnalano/status/1586374029887172608,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@rjohnalano,ψ,,ERROR,2018-08-03 01:28:25+00:00,371,188,,Because the peso is weak and the dollar is strong,,,2022-10-29 15:06:56+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/vaiiyie/status/1585905945359843329,,
45-54,REJECT,,https://twitter.com/VoyagerXmen/status/1586155795476934657,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@VoyagerXmen,LonieVird™®,,ERROR,2011-07-01 08:41:08+00:00,101,56,,"The Dollar is not weak, the Dollar is weak because the Peso is strong! what the pinklawans economists could say?",,,2022-10-29 00:39:45+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-55,ACCEPT,3/30/2023 13:29,https://twitter.com/arstuvv/status/1585539915290652672,53,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@arstuvv,aria bading,MY JINJI,Anonymous,2021-12-28 08:29:35+00:00,151,177,Philippines,The peso js not weak because the peso is weak the peso is weak because the dollar is strong,,Text,2022-10-27 07:52:28+00:00,, Rational,1,0,1,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,No Quoted,,
45-56,ACCEPT,3/30/2023 13:30:17,https://twitter.com/jailedout/status/1585377961456599040,53,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@jailedout,Chad from Finance,aussie in the making,Anonymous,2022-07-07 14:20:25+00:00,50,45,Philippines,"bru all i know for gen info is that the peso is not weak because the peso is weak, the peso is weak because the dollar is strong",,Text,2022-10-26 21:08:55+00:00,, Rational,4,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,No Quoted,,
45-57,ACCEPT,3/30/2023 13:31:05,https://twitter.com/mgb819/status/1585248031766904833,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@mgb819,manolo,left of center; will not tolerate tyranny; certified duathlete who believes there are only 2 kinds of people in this world...those who either love or hate me,Anonymous,2010-07-14 07:41:21+00:00,304,600,Philippines,What are these maggots snorting? Their logic are similarly warped like “peso is not weak only because dollar is strong” or “inflation is not that high” https://t.co/Zn1s7exmk0,,"Text,Image",2022-10-26 12:32:37+00:00,, Rational,1,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,No Quoted,,
45-58,REJECT,,https://twitter.com/cornykyle06/status/1585162045712109568,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@cornykyle06,Kyle,Philippians 4:13 🙏🏾 | Dent turned BM🚶🏾🏀 | Explicit Content 🗣 | Sneakerhead 👟 | WARNING!! May experience comvulsions/seizures ⚡,ERROR,2014-07-17 08:14:08+00:00,1694,960,,"Hala naa jud diay sa kaliwat no? ""Not because peso is weak but because dollar is strong""",,,2022-10-26 06:50:57+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/inquirerdotnet/status/1585111506332504064,,
45-59,ACCEPT,3/30/2023 13:33:47,https://twitter.com/rlphneedsclout/status/1584906295689482242,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@rlphneedsclout,mao mao || 4.22.23 😶 || 14 losestreak sa valo,mc '27 || o - ad || @AngLagablab || @pisaymathclub || @maxrne_ 🫶,Anonymous,2021-07-27 06:56:10+00:00,260,185,Unidentified,"the peso is not weak because the peso is weak, the peso is weak because the dollar is strong

guess waht logical fallacy is that?",,Text,2022-10-25 13:54:41+00:00,, Transactional,1,5,0,0,Unidentified,FACT,,location based on bio (pisay),No Quoted,,
45-60,HELP,,https://twitter.com/mynameisjenjen/status/1584851499238445058,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@mynameisjenjen,jenjen •ᴥ•,bns • art • stan | ♡ nct & svt | read carrd,ERROR,2022-01-07 17:18:20+00:00,373,320,,sumabay ba sa inflation ticket prices sa pilipinas? dahil ba the peso is not weak but the dollar is strong so the pero is weak?,,,2022-10-25 10:16:57+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/thaistrology/status/1584811026176151553,,
45-61,HELP,,https://twitter.com/vtalunan/status/1584809626599845889,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@vtalunan,Vincent T. Alunan,,ERROR,2011-02-15 03:58:59+00:00,139,82,,"The peso is not weak, it is the dollar that is strong! hahaha mag ama nga",,,2022-10-25 07:30:33+00:00,,,1,0,1,0,Unidentified,ERROR,,,https://twitter.com/The_PinkWarrior/status/1584796757678256128,,
45-62,ACCEPT,3/30/2023 13:37:15,https://twitter.com/najinyangii/status/1584805910459060224,54,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@najinyangii,borimeowジア HBD RENJUN LOVE,: ̗̀➛ 299792% stan acc .ᐟ ◡̈ ¡ saw 18/22 neos — tds2 🔜,Anonymous,2021-12-23 06:28:05+00:00,619,534,Philippines,"peso is not weak because it is weak, peso is weak because dollar is strong",,"Text,Quote",2022-10-25 07:15:47+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/Suno0o0o0o/status/1584479683848335360,,
45-63,REJECT,,https://twitter.com/polevu/status/1584723229100630016,54,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@polevu,polevu,Politics. Economics. Musings. Frostings and everything.,ERROR,2020-04-26 12:10:11+00:00,249,262,,"The dollar is strong not because the dollar is strong. The dollar is strong because the peso is weak. Thatbis the message of Us President Joe Biden. Hope Sandro gets it

https://t.co/F7i11dLno0",,,2022-10-25 01:47:15+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-64,ACCEPT,3/30/2023 13:38:27,https://twitter.com/hamada91k/status/1584576640205877249,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@hamada91k,lorens 🌼,"💎 teume, tokki and my. stan my sisters tripleS",Anonymous,2020-09-05 18:35:51+00:00,291,53,Philippines,"the peso isnt weak because the peso is weak, the peso is weak because the dollar is strong",,"Text,Quote",2022-10-24 16:04:45+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/Suno0o0o0o/status/1584479683848335360,,
45-65,ACCEPT,3/30/2023 13:39:33,https://twitter.com/malebag1999/status/1584390358435176449,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@malebag1999,malebag,"#ProLife #ProDemocracy #AdvocateOfHR #GoodGovernance
What goes around, comes around. Calling out govt lapses is your constitutional right.",Anonymous,2022-09-29 06:14:24+00:00,337,109,Philippines,"FPLBM: Our economy is strong. It's the other nations' economies that are weak that affected ours.

Sandra: The Peso is not weak because it is weak. The Peso is weak because the US Dollar is strong.

Babaeng Ahas: Ang galing ng mag-ama ko.

Creative Scriptwriter: Beli gud.",,"Text,Quote",2022-10-24 03:44:32+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/News5PH/status/1584111910714150912,,
45-66,ACCEPT,3/30/2023 13:40:28,https://twitter.com/teddycasino/status/1584366806449676288,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@teddycasino,Teddy Casiño,"Former Bayan Muna congressman, activist, father of two.",Media,2009-04-25 07:51:50+00:00,377,51808,Unidentified,The peso is weak because the dollar is strong.,,"Text,Quote",2022-10-24 02:10:57+00:00,, Rational,3,1,0,0,Unidentified,NEED CONTEXT,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-inaccurately-attributes-weakening-of-peso-solely-to-strong-dollar,,https://twitter.com/prinzmagtulis/status/1584364590225231872,,
45-67,REJECT,,https://twitter.com/iknowitsl0ngbut/status/1584187054174240768,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@iknowitsl0ngbut,tonet🫧,ad astra per aspera | BSA 4 | ²⁵ ²¹ | entj,ERROR,2018-05-06 07:31:18+00:00,341,445,,i think no na naa man juy point si Sandro na weak ang peso and strong ang dollar pero the govt is handling this very poorly. [based from Sen. Kiko's comparison of onion and garlic's price sa Thailand and here sa Ph] how come man bi na way cheaper ila na affected man pud sila???,,,2022-10-23 14:16:41+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-68,HELP,,https://twitter.com/DIFFANG1/status/1583847907442446336,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@DIFFANG1,DIFFANG,Aspiration towards an inclusive society,ERROR,2021-04-02 04:38:15+00:00,844,640,,"In the lines of ""D Peso is weak coz the Dollar is strong.."" 😂

"" We have high inflation rate kasi Mataas ang mga BILIHIN.."" 

7.2% to 8% Oct 5, 2022

And the SLUG thought it was a passing Mark... 

🤣😂🤫

My Gadh.... https://t.co/EjZLtDAw8B",,,2022-10-22 15:49:02+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
